problem,family,n,group,algorithm,temperature,temp_str,train_set,seed,edges,n_selected,f1,time,train_sp,test_sp,test1_sp,test2_sp,train_ll,test_ll,test1_ll,test2_ll,train_kl,test_kl,test1_kl,test2_kl,ll_s0,kl_s0,sp_s0,ll_s1,kl_s1,sp_s1,ll_s2,kl_s2,sp_s2
Ising_64,Ising,64,medium,stable_pc,1.0,1.0,1,1,76.0,800.0,0.28431373,2.3702786,0.56995374,0.434023265,0.17149392,0.69655261,-43.119428,-42.8611075,-45.62111,-40.101105,2.7952134,2.10870335,1.4654091,2.7519976,-45.62111,1.4654091,0.17149392,-43.119428,2.7952134,0.56995374,-40.101105,2.7519976,0.69655261
Ising_64,Ising,64,medium,stable_pc,10.0,10,1,1,78.0,800.0,0.24271845,1.5999212,0.51226648,0.454874585,0.18748476,0.72226441,-43.069494,-42.741428,-45.490825,-39.992031,2.4872279,1.94064595,1.4267206,2.4545713,-45.490825,1.4267206,0.18748476,-43.069494,2.4872279,0.51226648,-39.992031,2.4545713,0.72226441
Ising_64,Ising,64,medium,univ_bn,0.1,0.1,1,1,0.0,800.0,0.0,0.00099635124,0.30479913,0.217035488,0.014887436,0.41918354,-48.898852,-49.011934,-51.398552,-46.625316,6.3554795,12.679478,12.09662,13.262336,-51.398552,12.09662,0.014887436,-48.898852,6.3554795,0.30479913,-46.625316,13.262336,0.41918354
Ising_64,Ising,64,medium,univ_bn,1.0,1.0,1,1,0.0,800.0,0.0,0.00061488152,0.36415194,0.2365381415,0.028188553,0.44488773,-43.897443,-43.9153675,-44.789578,-43.041157,0.94506249,0.9197137950000001,0.68611269,1.1533149,-44.789578,0.68611269,0.028188553,-43.897443,0.94506249,0.36415194,-43.041157,1.1533149,0.44488773
Ising_64,Ising,64,medium,univ_bn,10.0,10,1,1,0.0,800.0,0.0,0.0006878376,0.35927269,0.23686273449999998,0.027581869,0.4461436,-43.885162,-43.8925955,-44.693898,-43.091293,0.7631926,0.72257057,0.54756829,0.89757285,-44.693898,0.54756829,0.027581869,-43.885162,0.7631926,0.35927269,-43.091293,0.89757285,0.4461436
Ising_64,Ising,64,medium,aic,0.1,0.1,2,1,158.0,800.0,0.36363636,1.4729228,0.95931381,0.455338395,0.36014886,0.55052793,-36.272664,-84.462256,-89.315136,-79.609376,3.7103178,18.535405,19.643618,17.427192,-89.315136,19.643618,0.36014886,-79.609376,17.427192,0.55052793,-36.272664,3.7103178,0.95931381
Ising_64,Ising,64,medium,aic,1.0,1.0,2,1,186.0,800.0,0.38216561,4.9915757,0.94520646,0.42982230499999996,0.29774706,0.56189755,-28.201176,-59.3702575,-62.603678,-56.136837,9.8452264,19.334511499999998,15.758833,22.91019,-62.603678,15.758833,0.29774706,-56.136837,22.91019,0.56189755,-28.201176,9.8452264,0.94520646
Ising_64,Ising,64,medium,aic,10.0,10,2,1,187.0,800.0,0.36825397,2.3455327,0.94071431,0.40368718000000003,0.26180639,0.54556797,-28.062857,-57.1854065,-60.21471,-54.156103,10.908883,16.9910885,12.868467,21.11371,-60.21471,12.868467,0.26180639,-54.156103,21.11371,0.54556797,-28.062857,10.908883,0.94071431
Ising_64,Ising,64,medium,bic,0.1,0.1,2,1,139.0,800.0,0.37453184,1.2997401,0.95882825,0.46254615,0.35690716,0.56818514,-37.234345,-86.03302249999999,-91.160766,-80.905279,3.7888282,20.087392,20.561435,19.613349,-91.160766,20.561435,0.35690716,-80.905279,19.613349,0.56818514,-37.234345,3.7888282,0.95882825
Ising_64,Ising,64,medium,bic,1.0,1.0,2,1,159.0,800.0,0.3902439,1.494632,0.94584227,0.44066797,0.29884288,0.58249306,-28.821165,-59.616820000000004,-62.979073,-56.254567,9.800275,18.681885,15.695925,21.667845,-62.979073,15.695925,0.29884288,-56.254567,21.667845,0.58249306,-28.821165,9.800275,0.94584227
Ising_64,Ising,64,medium,bic,10.0,10,2,1,159.0,800.0,0.36236934,1.4411597,0.93765827,0.423104825,0.28854133,0.55766832,-28.699039,-57.198141500000006,-60.230271,-54.166012,10.877379,17.268134,13.470504,21.065764,-60.230271,13.470504,0.28854133,-54.166012,21.065764,0.55766832,-28.699039,10.877379,0.93765827
Ising_64,Ising,64,medium,binotears,0.1,0.1,2,1,174.0,800.0,0.38410596,1019.8771,0.95587918,0.450495715,0.30879665,0.59219478,-34.634763,-70.3569715,-74.066951,-66.646992,4.0900133,13.766933,15.347184,12.186682,-74.066951,15.347184,0.30879665,-66.646992,12.186682,0.59219478,-34.634763,4.0900133,0.95587918
Ising_64,Ising,64,medium,binotears,1.0,1.0,2,1,135.0,800.0,0.37262357,779.02921,0.94560821,0.449564385,0.31314666,0.58598211,-30.157584,-56.178403,-59.286836,-53.06997,9.4952648,15.396044499999999,10.502812,20.289277,-59.286836,10.502812,0.31314666,-53.06997,20.289277,0.58598211,-30.157584,9.4952648,0.94560821
Ising_64,Ising,64,medium,binotears,10.0,10,2,1,126.0,800.0,0.37007874,180.88675,0.9429717,0.429767675,0.29077423,0.56876112,-30.197574,-54.6590315,-57.477491,-51.840572,10.269394,14.788474,10.494469,19.082479,-57.477491,10.494469,0.29077423,-51.840572,19.082479,0.56876112,-30.197574,10.269394,0.9429717
Ising_64,Ising,64,medium,bounded_tw,0.1,0.1,2,1,86.0,800.0,0.065420561,1.8323417,0.86529946,0.2366100335,0.092879347,0.38034072,-41.922628,-76.352129,-80.699019,-72.005239,5.9781911,25.7351555,32.0585,19.411811,-80.699019,32.0585,0.092879347,-72.005239,19.411811,0.38034072,-41.922628,5.9781911,0.86529946
Ising_64,Ising,64,medium,bounded_tw,1.0,1.0,2,1,93.0,800.0,0.07239819,1.7981665,0.86376808,0.246261807,0.086679254,0.40584436,-35.913283,-54.5934335,-57.012353,-52.174514,8.2873969,16.046424,14.675875,17.416973,-57.012353,14.675875,0.086679254,-52.174514,17.416973,0.40584436,-35.913283,8.2873969,0.86376808
Ising_64,Ising,64,medium,bounded_tw,10.0,10,2,1,90.0,800.0,0.073394495,1.0103509,0.8595689,0.24360386450000002,0.085218889,0.40198884,-35.826122,-52.609462,-54.763547,-50.455377,8.0644522,13.669688,12.090593,15.248783,-54.763547,12.090593,0.085218889,-50.455377,15.248783,0.40198884,-35.826122,8.0644522,0.8595689
Ising_64,Ising,64,medium,dmbbn,0.1,0.1,2,1,482.0,800.0,0.28196721,664.29484,0.95761641,0.251915855,0.13554214,0.36828957,-30.302807,-55.450956000000005,-56.488666,-54.413246,3.5604895,8.80960365,8.7576136,8.8615937,-56.488666,8.7576136,0.13554214,-54.413246,8.8615937,0.36828957,-30.302807,3.5604895,0.95761641
Ising_64,Ising,64,medium,dmbbn,1.0,1.0,2,1,524.0,800.0,0.2607362,454.00122,0.90420537,0.24209006,0.11988326,0.36429686,-23.916998,-49.633340000000004,-50.599715,-48.666965,7.9948431,11.7954344,4.7742018,18.816667,-50.599715,4.7742018,0.11988326,-48.666965,18.816667,0.36429686,-23.916998,7.9948431,0.90420537
Ising_64,Ising,64,medium,dmbbn,10.0,10,2,1,550.0,800.0,0.24778761,384.48567,0.8542065,0.2229852825,0.079278245,0.36669232,-23.217983,-48.8020285,-49.505258,-48.098799,8.4541576,10.2964094,3.3420788,17.25074,-49.505258,3.3420788,0.079278245,-48.098799,17.25074,0.36669232,-23.217983,8.4541576,0.8542065
Ising_64,Ising,64,medium,dt,0.1,0.1,2,1,263.0,800.0,0.27109974,177.46506,0.95933382,0.346131755,0.22926201,0.4630015,-33.828617,-74.7075615,-78.063821,-71.351302,3.7755234,16.819927999999997,16.414526,17.22533,-78.063821,16.414526,0.22926201,-71.351302,17.22533,0.4630015,-33.828617,3.7755234,0.95933382
Ising_64,Ising,64,medium,dt,1.0,1.0,2,1,361.0,800.0,0.28220859,122.81131,0.93407213,0.31164190999999997,0.19933803,0.42394579,-25.314629,-54.848907999999994,-56.916788,-52.781028,8.9520381,14.20745845,8.6166149,19.798302,-56.916788,8.6166149,0.19933803,-52.781028,19.798302,0.42394579,-25.314629,8.9520381,0.93407213
Ising_64,Ising,64,medium,dt,10.0,10,2,1,373.0,800.0,0.21956088,166.30266,0.91838558,0.28628038499999997,0.1232517,0.44930907,-24.97121,-55.058341,-57.164823,-52.951859,9.7805954,15.5489255,10.629069,20.468782,-57.164823,10.629069,0.1232517,-52.951859,20.468782,0.44930907,-24.97121,9.7805954,0.91838558
Ising_64,Ising,64,medium,fi_k2,0.1,0.1,2,1,264.0,800.0,0.25510204,2.9200947,0.96311392,0.332597605,0.21947703,0.44571818,-32.893592,-72.508174,-75.775344,-69.241004,3.2972018,16.681228,17.687566,15.67489,-75.775344,17.687566,0.21947703,-69.241004,15.67489,0.44571818,-32.893592,3.2972018,0.96311392
Ising_64,Ising,64,medium,fi_k2,1.0,1.0,2,1,271.0,800.0,0.27568922,2.4554312,0.94729578,0.364231695,0.23817973,0.49028366,-26.678806,-57.9738185,-60.667501,-55.280136,9.4799751,19.0070775,12.019104,25.995051,-60.667501,12.019104,0.23817973,-55.280136,25.995051,0.49028366,-26.678806,9.4799751,0.94729578
Ising_64,Ising,64,medium,fi_k2,10.0,10,2,1,293.0,800.0,0.27078385,3.3030605,0.93776207,0.354171185,0.20842088,0.49992149,-26.127325,-57.131962,-59.699301,-54.564623,10.311477,17.054269,10.806644,23.301894,-59.699301,10.806644,0.20842088,-54.564623,23.301894,0.49992149,-26.127325,10.311477,0.93776207
Ising_64,Ising,64,medium,k2,0.1,0.1,2,1,271.0,800.0,0.31077694,2.2180722,0.96282052,0.39450483999999997,0.28119584,0.50781384,-33.336756,-71.00344000000001,-73.916261,-68.090619,3.3615565,13.8284935,13.737837,13.91915,-73.916261,13.737837,0.28119584,-68.090619,13.91915,0.50781384,-33.336756,3.3615565,0.96282052
Ising_64,Ising,64,medium,k2,1.0,1.0,2,1,272.0,800.0,0.34,2.1970944,0.94040656,0.37436886999999996,0.23992083,0.50881691,-26.789313,-58.4505635,-61.352881,-55.548246,9.6055186,17.294275,12.741866,21.846684,-61.352881,12.741866,0.23992083,-55.548246,21.846684,0.50881691,-26.789313,9.6055186,0.94040656
Ising_64,Ising,64,medium,k2,10.0,10,2,1,308.0,800.0,0.31651376,2.9441359,0.92813825,0.346509095,0.19773283,0.49528536,-26.049499,-57.194777,-59.781238,-54.608316,10.461655,16.408801,11.090937,21.726665,-59.781238,11.090937,0.19773283,-54.608316,21.726665,0.49528536,-26.049499,10.461655,0.92813825
Ising_64,Ising,64,medium,k2_ensemble,0.1,0.1,2,1,125.0,800.0,0.33992095,2.7185116,0.9436305,0.40408412,0.25586173,0.55230651,-37.47549,-76.223973,-80.405527,-72.042419,4.247677,18.77769,21.519743,16.035637,-80.405527,21.519743,0.25586173,-72.042419,16.035637,0.55230651,-37.47549,4.247677,0.9436305
Ising_64,Ising,64,medium,k2_ensemble,1.0,1.0,2,1,143.0,800.0,0.35424354,2.6956744,0.94001624,0.395706145,0.23915997,0.55225232,-31.167105,-55.814271500000004,-58.541764,-53.086779,8.037017,13.62440135,9.3359047,17.912898,-58.541764,9.3359047,0.23915997,-53.086779,17.912898,0.55225232,-31.167105,8.037017,0.94001624
Ising_64,Ising,64,medium,k2_ensemble,10.0,10,2,1,160.0,800.0,0.32638889,3.371933,0.93640086,0.40550803,0.25063606,0.56038,-30.08262,-55.64956,-58.464236,-52.834884,9.2507316,14.505315,11.511845,17.498785,-58.464236,11.511845,0.25063606,-52.834884,17.498785,0.56038,-30.08262,9.2507316,0.93640086
Ising_64,Ising,64,medium,k2_mb,0.1,0.1,2,1,276.0,800.0,0.31188119,4.7040875,0.96358126,0.39379309000000007,0.26791888,0.5196673,-33.371145,-70.589134,-73.599859,-67.578409,3.565274,15.289365,16.616991,13.961739,-73.599859,16.616991,0.26791888,-67.578409,13.961739,0.5196673,-33.371145,3.565274,0.96358126
Ising_64,Ising,64,medium,k2_mb,1.0,1.0,2,1,273.0,800.0,0.33416459,3.1266901,0.93990426,0.367793205,0.2288508,0.50673561,-26.792515,-58.506497,-61.471639,-55.541355,9.6048285,17.2542985,12.826708,21.681889,-61.471639,12.826708,0.2288508,-55.541355,21.681889,0.50673561,-26.792515,9.6048285,0.93990426
Ising_64,Ising,64,medium,k2_mb,10.0,10,2,1,306.0,800.0,0.31336406,3.9370775,0.92793946,0.32878467499999997,0.16859938,0.48896997,-26.072252,-57.2835795,-59.8826,-54.684559,10.379094,17.224405,12.619779,21.829031,-59.8826,12.619779,0.16859938,-54.684559,21.829031,0.48896997,-26.072252,10.379094,0.92793946
Ising_64,Ising,64,medium,k2_mi,0.1,0.1,2,1,251.0,800.0,0.31662269,2.2002254,0.96305639,0.36045765,0.24430558,0.47660972,-33.022122,-72.3127695,-75.761651,-68.863888,3.3523701,15.4919705,15.677629,15.306312,-75.761651,15.677629,0.24430558,-68.863888,15.306312,0.47660972,-33.022122,3.3523701,0.96305639
Ising_64,Ising,64,medium,k2_mi,1.0,1.0,2,1,250.0,800.0,0.30687831,2.7743044,0.94545955,0.38366667,0.27296624,0.4943671,-27.027822,-58.699128,-61.552002,-55.846254,9.5118186,17.4293205,12.710036,22.148605,-61.552002,12.710036,0.27296624,-55.846254,22.148605,0.4943671,-27.027822,9.5118186,0.94545955
Ising_64,Ising,64,medium,k2_mi,10.0,10,2,1,278.0,800.0,0.27586207,4.1484084,0.93872148,0.349352275,0.18874546,0.50995909,-26.442462,-57.5489695,-60.303394,-54.794545,10.354682,18.572490000000002,12.996845,24.148135,-60.303394,12.996845,0.18874546,-54.794545,24.148135,0.50995909,-26.442462,10.354682,0.93872148
Ising_64,Ising,64,medium,k2_plus,0.1,0.1,2,1,229.0,800.0,0.33613445,9.4983864,0.96656944,0.38523697,0.24646425,0.52400969,-33.824637,-73.905438,-77.723169,-70.087707,3.4625818,17.400388,17.569135,17.231641,-77.723169,17.569135,0.24646425,-70.087707,17.231641,0.52400969,-33.824637,3.4625818,0.96656944
Ising_64,Ising,64,medium,k2_plus,1.0,1.0,2,1,231.0,800.0,0.3454039,6.3630481,0.94842469,0.40715059,0.25685066,0.55745052,-27.617905,-58.144543,-61.17409,-55.114996,9.6060332,18.3489225,12.663826,24.034019,-61.17409,12.663826,0.25685066,-55.114996,24.034019,0.55745052,-27.617905,9.6060332,0.94842469
Ising_64,Ising,64,medium,k2_plus,10.0,10,2,1,258.0,800.0,0.29533679,9.584039,0.93523466,0.373195685,0.22164734,0.52474403,-27.06053,-57.1475775,-60.068417,-54.226738,10.609494,19.875016000000002,16.356679,23.393353,-60.068417,16.356679,0.22164734,-54.226738,23.393353,0.52474403,-27.06053,10.609494,0.93523466
Ising_64,Ising,64,medium,k2_refine,0.1,0.1,2,1,229.0,800.0,0.33613445,12.66628,0.96656944,0.38523697,0.24646425,0.52400969,-33.824637,-73.905438,-77.723169,-70.087707,3.4625818,17.400388,17.569135,17.231641,-77.723169,17.569135,0.24646425,-70.087707,17.231641,0.52400969,-33.824637,3.4625818,0.96656944
Ising_64,Ising,64,medium,k2_refine,1.0,1.0,2,1,231.0,800.0,0.3454039,6.332608,0.94842469,0.40715059,0.25685066,0.55745052,-27.617905,-58.144543,-61.17409,-55.114996,9.6060332,18.3489225,12.663826,24.034019,-61.17409,12.663826,0.25685066,-55.114996,24.034019,0.55745052,-27.617905,9.6060332,0.94842469
Ising_64,Ising,64,medium,k2_refine,10.0,10,2,1,258.0,800.0,0.29533679,9.5087495,0.93523466,0.373195685,0.22164734,0.52474403,-27.06053,-57.1475775,-60.068417,-54.226738,10.609494,19.875016000000002,16.356679,23.393353,-60.068417,16.356679,0.22164734,-54.226738,23.393353,0.52474403,-27.06053,10.609494,0.93523466
Ising_64,Ising,64,medium,pc,0.1,0.1,2,1,134.0,800.0,0.32824427,6.6346583,0.94878329,0.41446829,0.29716215,0.53177443,-38.538372,-69.845635,-73.033456,-66.657814,4.1178644,15.0562085,18.735647,11.37677,-73.033456,18.735647,0.29716215,-66.657814,11.37677,0.53177443,-38.538372,4.1178644,0.94878329
Ising_64,Ising,64,medium,pc,1.0,1.0,2,1,165.0,800.0,0.31399317,30.1091,0.9278595,0.362175435,0.20473307,0.5196178,-32.016556,-53.692507,-55.83022,-51.554794,7.8927636,13.003983049999999,9.7339191,16.274047,-55.83022,9.7339191,0.20473307,-51.554794,16.274047,0.5196178,-32.016556,7.8927636,0.9278595
Ising_64,Ising,64,medium,pc,10.0,10,2,1,167.0,800.0,0.27118644,32.539648,0.92612358,0.35451556500000003,0.20697589,0.50205524,-31.563176,-52.958517,-54.935856,-50.981178,8.3252858,11.88553325,9.3437555,14.427311,-54.935856,9.3437555,0.20697589,-50.981178,14.427311,0.50205524,-31.563176,8.3252858,0.92612358
Ising_64,Ising,64,medium,rfe_k2,0.1,0.1,2,1,270.0,800.0,0.31155779,3.9652042,0.96338323,0.36346768,0.21789472,0.50904064,-33.026498,-72.58133649999999,-75.982291,-69.180382,3.3572515,13.608748,13.596863,13.620633,-75.982291,13.596863,0.21789472,-69.180382,13.620633,0.50904064,-33.026498,3.3572515,0.96338323
Ising_64,Ising,64,medium,rfe_k2,1.0,1.0,2,1,268.0,800.0,0.27272727,3.2225018,0.94670437,0.34796558,0.21050023,0.48543093,-26.706564,-58.6564495,-61.495374,-55.817525,9.3506469,19.6259305,13.267999,25.983862,-61.495374,13.267999,0.21050023,-55.817525,25.983862,0.48543093,-26.706564,9.3506469,0.94670437
Ising_64,Ising,64,medium,rfe_k2,10.0,10,2,1,299.0,800.0,0.24355972,4.1288407,0.93052091,0.30172058,0.1493591,0.45408206,-26.105745,-57.214889,-59.87509,-54.554688,10.325744,18.543861,11.916051,25.171671,-59.87509,11.916051,0.1493591,-54.554688,25.171671,0.45408206,-26.105745,10.325744,0.93052091
Ising_64,Ising,64,medium,sartre,0.1,0.1,2,1,198.0,800.0,0.39877301,3.0228302,0.95617451,0.44264471000000005,0.29527374,0.59001568,-34.316228,-70.35432499999999,-74.010459,-66.698191,3.9696371,13.9299985,16.005651,11.854346,-74.010459,16.005651,0.29527374,-66.698191,11.854346,0.59001568,-34.316228,3.9696371,0.95617451
Ising_64,Ising,64,medium,sartre,1.0,1.0,2,1,261.0,800.0,0.38560411,1.3122087,0.94470795,0.40765996000000004,0.26045391,0.55486601,-27.854387,-54.437895499999996,-57.09068,-51.785111,9.4652621,13.731968649999999,8.8016493,18.662288,-57.09068,8.8016493,0.26045391,-51.785111,18.662288,0.55486601,-27.854387,9.4652621,0.94470795
Ising_64,Ising,64,medium,sartre,10.0,10,2,1,259.0,800.0,0.38242894,3.5003493,0.93879214,0.388262985,0.22650929,0.55001668,-27.725988,-53.694244,-56.290931,-51.097557,10.34134,13.774236250000001,8.8508045,18.697668,-56.290931,8.8508045,0.22650929,-51.097557,18.697668,0.55001668,-27.725988,10.34134,0.93879214
Ising_64,Ising,64,medium,stable_hc,0.1,0.1,2,1,124.0,800.0,0.28571429,15.500065,0.95001615,0.384277145,0.26937643,0.49917786,-38.150122,-89.0740945,-94.166261,-83.981928,3.876193,24.713451499999998,27.268261,22.158642,-94.166261,27.268261,0.26937643,-83.981928,22.158642,0.49917786,-38.150122,3.876193,0.95001615
Ising_64,Ising,64,medium,stable_hc,1.0,1.0,2,1,148.0,800.0,0.34057971,21.603588,0.94135297,0.404624395,0.27947314,0.52977565,-28.806834,-59.889957,-63.409778,-56.370136,10.061516,18.200657,13.819216,22.582098,-63.409778,13.819216,0.27947314,-56.370136,22.582098,0.52977565,-28.806834,10.061516,0.94135297
Ising_64,Ising,64,medium,stable_hc,10.0,10,2,1,156.0,800.0,0.31690141,21.930971,0.93737934,0.37152154,0.22269173,0.52035135,-28.354661,-57.996975,-61.186323,-54.807627,10.868396,18.490182,12.045853,24.934511,-61.186323,12.045853,0.22269173,-54.807627,24.934511,0.52035135,-28.354661,10.868396,0.93737934
Ising_64,Ising,64,medium,stable_pc,0.1,0.1,2,1,87.0,800.0,0.3627907,12.275362,0.90514029,0.442467315,0.34891839,0.53601624,-39.513297,-67.025358,-70.135802,-63.914914,5.8977752,14.3552445,17.550572,11.159917,-70.135802,17.550572,0.34891839,-63.914914,11.159917,0.53601624,-39.513297,5.8977752,0.90514029
Ising_64,Ising,64,medium,stable_pc,1.0,1.0,2,1,123.0,800.0,0.36653386,57.811838,0.92446167,0.405265025,0.27172379,0.53880626,-32.282528,-55.119811,-57.487361,-52.752261,8.2838745,15.623694,13.177917,18.069471,-57.487361,13.177917,0.27172379,-52.752261,18.069471,0.53880626,-32.282528,8.2838745,0.92446167
Ising_64,Ising,64,medium,stable_pc,10.0,10,2,1,123.0,800.0,0.31075697,202.78331,0.91825175,0.391037875,0.25751081,0.52456494,-32.179618,-53.3774305,-55.586191,-51.16867,8.5719257,13.262824,10.482658,16.04299,-55.586191,10.482658,0.25751081,-51.16867,16.04299,0.52456494,-32.179618,8.5719257,0.91825175
Ising_64,Ising,64,medium,univ_bn,0.1,0.1,2,1,0.0,800.0,0.0,0.00064754486,0.53572584,0.1576257945,0.018317829,0.29693376,-43.017503,-50.9387385,-52.29835,-49.579127,6.4673841,7.65505505,9.8125377,5.4975724,-52.29835,9.8125377,0.018317829,-49.579127,5.4975724,0.29693376,-43.017503,6.4673841,0.53572584
Ising_64,Ising,64,medium,univ_bn,1.0,1.0,2,1,0.0,800.0,0.0,0.000633955,0.41080819,0.13586423250000002,0.028309845,0.24341862,-41.226693,-47.099722,-48.023138,-46.176306,5.4027708,4.5513481,4.2406927,4.8620035,-48.023138,4.2406927,0.028309845,-46.176306,4.8620035,0.24341862,-41.226693,5.4027708,0.41080819
Ising_64,Ising,64,medium,univ_bn,10.0,10,2,1,0.0,800.0,0.0,0.00058364868,0.38283855,0.1258663915,0.030286173,0.22144661,-41.184431,-46.756840999999994,-47.598667,-45.915015,5.2709412,4.058847,3.7921152,4.3255788,-47.598667,3.7921152,0.030286173,-45.915015,4.3255788,0.22144661,-41.184431,5.2709412,0.38283855
MaxClique_125,MaxClique,125,large,aic,0.1,0.1,0,1,255.0,800.0,0.06511499,7.7567761,0.98213455,0.27715197999999996,0.79428006,-0.2399761,-81.995158,-41.414770000000004,-42.338428,-40.491112,20.162893,5.09563075,4.1097422,6.0815193,-81.995158,20.162893,0.98213455,-42.338428,4.1097422,0.79428006,-40.491112,6.0815193,-0.2399761
MaxClique_125,MaxClique,125,large,aic,1.0,1.0,0,1,228.0,800.0,0.055068836,6.7697513,0.97317652,0.26747690999999996,0.78787329,-0.25291947,-77.113736,-47.2520945,-47.897112,-46.607077,21.423108,4.6072025,5.1371615,4.0772435,-77.113736,21.423108,0.97317652,-47.897112,5.1371615,0.78787329,-46.607077,4.0772435,-0.25291947
MaxClique_125,MaxClique,125,large,aic,10.0,10,0,1,238.0,800.0,0.056658797,19.277181,0.96571843,0.26634739,0.7892493,-0.25655452,-76.961875,-48.478817500000005,-49.11704,-47.840595,21.763345,4.81173705,5.6568948,3.9665793,-76.961875,21.763345,0.96571843,-49.11704,5.6568948,0.7892493,-47.840595,3.9665793,-0.25655452
MaxClique_125,MaxClique,125,large,bic,0.1,0.1,0,1,122.0,800.0,0.031051517,2.7777226,0.98829734,0.269149125,0.79743184,-0.25913359,-82.160055,-42.109821499999995,-42.858968,-41.360675,18.168151,4.15222595,3.1569683,5.1474836,-82.160055,18.168151,0.98829734,-42.858968,3.1569683,0.79743184,-41.360675,5.1474836,-0.25913359
MaxClique_125,MaxClique,125,large,bic,1.0,1.0,0,1,118.0,800.0,0.028244598,2.4536953,0.9822647,0.26752659999999995,0.79281412,-0.25776092,-77.801896,-49.5673115,-50.132079,-49.002544,20.017974,3.4164699499999998,3.8677356,2.9652043,-77.801896,20.017974,0.9822647,-50.132079,3.8677356,0.79281412,-49.002544,2.9652043,-0.25776092
MaxClique_125,MaxClique,125,large,bic,10.0,10,0,1,123.0,800.0,0.028506915,2.8169234,0.97883261,0.26907748499999995,0.79052832,-0.25237335,-77.639963,-51.119326,-51.677013,-50.561639,19.679323,3.49086375,4.2001934,2.7815341,-77.639963,19.679323,0.97883261,-51.677013,4.2001934,0.79052832,-50.561639,2.7815341,-0.25237335
MaxClique_125,MaxClique,125,large,binotears,0.1,0.1,0,1,0.0,800.0,0.0,0.2154119,0.9935466,0.26880574,0.80260238,-0.2649909,-82.960426,-43.151145,-43.779808,-42.522482,15.996014,3.1754006500000003,2.3081488,4.0426525,-82.960426,15.996014,0.9935466,-43.779808,2.3081488,0.80260238,-42.522482,4.0426525,-0.2649909
MaxClique_125,MaxClique,125,large,binotears,1.0,1.0,0,1,0.0,800.0,0.0,0.068896055,0.99350728,0.26361131,0.80087712,-0.2736545,-78.787105,-53.6543255,-53.999302,-53.309349,16.357727,2.17592195,2.4454778,1.9063661,-78.787105,16.357727,0.99350728,-53.999302,2.4454778,0.80087712,-53.309349,1.9063661,-0.2736545
MaxClique_125,MaxClique,125,large,binotears,10.0,10,0,1,0.0,800.0,0.0,0.95407081,0.99338243,0.262675055,0.79997359,-0.27462348,-78.656887,-56.019846,-56.320979,-55.718713,15.728816,2.0854068999999997,2.515039,1.6557748,-78.656887,15.728816,0.99338243,-56.320979,2.515039,0.79997359,-55.718713,1.6557748,-0.27462348
MaxClique_125,MaxClique,125,large,bounded_tw,0.1,0.1,0,1,11.0,800.0,0.0031545741,1.22001,0.99329975,0.269038135,0.80119772,-0.26312145,-82.908636,-43.0326155,-43.665509,-42.399722,16.238959,3.2855013,2.3999743,4.1710283,-82.908636,16.238959,0.99329975,-43.665509,2.3999743,0.80119772,-42.399722,4.1710283,-0.26312145
MaxClique_125,MaxClique,125,large,bounded_tw,1.0,1.0,0,1,24.0,800.0,0.0057249177,1.2689691,0.99197124,0.266251645,0.79732372,-0.26482043,-78.586291,-52.851587499999994,-53.281583,-52.421592,17.196686,2.33286785,2.6699987,1.995737,-78.586291,17.196686,0.99197124,-53.281583,2.6699987,0.79732372,-52.421592,1.995737,-0.26482043
MaxClique_125,MaxClique,125,large,bounded_tw,10.0,10,0,1,27.0,800.0,0.0060085837,1.2514765,0.99123616,0.26755021,0.79446152,-0.2593611,-78.441561,-54.928423,-55.351125,-54.505721,16.800191,2.2823811999999997,2.8172927,1.7474697,-78.441561,16.800191,0.99123616,-55.351125,2.8172927,0.79446152,-54.505721,1.7474697,-0.2593611
MaxClique_125,MaxClique,125,large,dmbbn,0.1,0.1,0,1,1036.0,800.0,0.23002875,665.32678,0.87257291,0.27359496,0.77382419,-0.22663427,-71.975414,-44.4278835,-45.665975,-43.189792,21.344269,9.8250323,7.9668766,11.683188,-71.975414,21.344269,0.87257291,-45.665975,7.9668766,0.77382419,-43.189792,11.683188,-0.22663427
MaxClique_125,MaxClique,125,large,dmbbn,1.0,1.0,0,1,622.0,800.0,0.14423204,129.00041,0.8239203,0.289510355,0.79246119,-0.21344048,-71.431228,-44.262664,-45.372385,-43.152943,21.433866,6.4280554500000004,7.3016987,5.5544122,-71.431228,21.433866,0.8239203,-45.372385,7.3016987,0.79246119,-43.152943,5.5544122,-0.21344048
MaxClique_125,MaxClique,125,large,dmbbn,10.0,10,0,1,730.0,800.0,0.16690498,169.31252,0.66438817,0.3034479,0.79564921,-0.18875341,-69.451963,-44.459331,-45.801142,-43.11752,18.905908,6.99872315,8.5066685,5.4907778,-69.451963,18.905908,0.66438817,-45.801142,8.5066685,0.79564921,-43.11752,5.4907778,-0.18875341
MaxClique_125,MaxClique,125,large,dt,0.1,0.1,0,1,497.0,800.0,0.12171582,959.20821,0.95230015,0.290389955,0.77107814,-0.19029823,-79.27518,-43.850459,-44.701522,-42.999396,19.28947,7.57624285,6.2352923,8.9171934,-79.27518,19.28947,0.95230015,-44.701522,6.2352923,0.77107814,-42.999396,8.9171934,-0.19029823
